"createdAt","domain","shortCode","shortUrl","longUrl","title","tags","visits"
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","FFUib","https://coti.a2csolutions.com.br/FFUib","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2021!","Compartilhe no WhatsApp","21|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","VFjfA","https://coti.a2csolutions.com.br/VFjfA","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2020!","Compartilhe no WhatsApp","20|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","W6hjB","https://coti.a2csolutions.com.br/W6hjB","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2019!","Compartilhe no WhatsApp","19|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","lF2j9","https://coti.a2csolutions.com.br/lF2j9","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2018!","Compartilhe no WhatsApp","18|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","yiNQJ","https://coti.a2csolutions.com.br/yiNQJ","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2017!","Compartilhe no WhatsApp","17|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","fwTYK","https://coti.a2csolutions.com.br/fwTYK","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2016!","Compartilhe no WhatsApp","16|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","5Bks5","https://coti.a2csolutions.com.br/5Bks5","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2015!","Compartilhe no WhatsApp","15|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","oAWRC","https://coti.a2csolutions.com.br/oAWRC","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2014!","Compartilhe no WhatsApp","14|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","TiySB","https://coti.a2csolutions.com.br/TiySB","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2013!","Compartilhe no WhatsApp","13|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","n8Ayl","https://coti.a2csolutions.com.br/n8Ayl","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2012!","Compartilhe no WhatsApp","12|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","1KTKI","https://coti.a2csolutions.com.br/1KTKI","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2011!","Compartilhe no WhatsApp","11|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","zVSEx","https://coti.a2csolutions.com.br/zVSEx","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2010!","Compartilhe no WhatsApp","10|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","wSltm","https://coti.a2csolutions.com.br/wSltm","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2009!","Compartilhe no WhatsApp","09|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","3YLts","https://coti.a2csolutions.com.br/3YLts","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2007!","Compartilhe no WhatsApp","07|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","P316g","https://coti.a2csolutions.com.br/P316g","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2006!","Compartilhe no WhatsApp","06|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","pKzA5","https://coti.a2csolutions.com.br/pKzA5","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2005!","Compartilhe no WhatsApp","05|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","U73d7","https://coti.a2csolutions.com.br/U73d7","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2004!","Compartilhe no WhatsApp","04|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","vZHWL","https://coti.a2csolutions.com.br/vZHWL","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2003!","Compartilhe no WhatsApp","03|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","awM3B","https://coti.a2csolutions.com.br/awM3B","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2002!","Compartilhe no WhatsApp","02|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","vvvpn","https://coti.a2csolutions.com.br/vvvpn","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2001!","Compartilhe no WhatsApp","01|mesa|v3",0
"2024-10-12T19:31:27+00:00","coti.a2csolutions.com.br","k4Moi","https://coti.a2csolutions.com.br/k4Moi","https://wa.me/551132803247?text=Gostaria%20de%20pagar%20a%20comanda%2008!","Compartilhe no WhatsApp","08|mesa|v3",0
